excel_row,source_code,proquest_no_result_reason,description
8539,90-S311-18,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8616,90-SSAp-1,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8617,90-Ssfo-t.7,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8618,90-Ssini-t.12,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8619,90-Ssini-t.17,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8620,90-Ssini-t.2,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8621,90-Ssini-t.29,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8622,90-Ssini-t.3,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8623,90-Ssini-t.32,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8624,90-Ssini-t.34,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8625,90-Ssini-t.35,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8626,90-Ssini-t.37,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8627,90-Ssini-t.38,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8628,90-Ssini-t.39,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8629,90-Ssini-t.40,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8630,90-Ssini-t.47,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8631,90-Ssini-t.54,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8632,90-Ssini-t.61,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8633,90-Ssini-t.71,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8634,90-Ssini-t.8,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8742,91-H401-7,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8749,91-H441-11,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8750,91-H441-12,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8754,91-H441-2,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8756,91-H441-21,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8763,91-H441-4,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8766,91-H441-44,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8769,91-H441-5,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8779,91-H561-1,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8784,91-H561-17,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8813,91-H641-30,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8841,91-H721-25,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8844,91-HHMe-2,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8845,91-HHMe-4,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8846,91-J1973-5,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8847,91-J2002-3,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8848,91-J2019-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8849,91-J2020-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8850,91-J2020-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8986,91-S411-12,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8996,91-Ssini-t.10,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8997,91-Ssini-t.6,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8998,91-Ssini-t.9,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8999,91-Ssj-t.115,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
9000,91-Ssj-t.83,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
9001,91-Ssj-t.84,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
9008,92-H161-37,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
9098,92-H441-40,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
9104,92-H441-55,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
9106,92-H441-57,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
9124,92-H441-87,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
9145,92-H561-45,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
9148,92-H561-49,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
9157,92-H561-63,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
9186,92-H701-56,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
9211,92-H781-63,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
9276,92-S321-30,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9277,92-S321-31,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9278,92-S321-32,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9279,92-S321-34,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9280,92-S321-35,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9281,92-S321-37,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9282,92-S321-5,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9283,92-S321-8,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9284,92-S361-20,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9285,92-S361-7,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9286,92-S381-3,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9287,92-S381-30,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9288,92-S381-38,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9289,92-S381-50,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9290,92-S401-23,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9291,92-S401-28,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9292,92-S401-29,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9293,92-S401-3,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9294,92-S401-42,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9295,92-S401-65,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
9296,92-S411-14,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
